Time,Dedr,Age,Brt,Dwt,Value,HP,Year,Code1,Claims
0.65,59920,25,2978,4145,1498000,3000,2003,2,0
0.16,59920,27,2602,3092,1198400,2400,2003,2,0
0.16,59920,24,2062,2525,1198400,2200,2003,2,0
0.14,59920,25,2020,2250,1198400,2200,2003,2,0
0.26,175000,26,3998,6088,5992000,4100,2003,1,0
0.25,175000,22,4101,6157,6995660,4400,2003,1,0
1,187250,16,4859,4610,11984000,4080,2003,2,0
1,187250,13,5339,5670,11984000,4065,2003,2,0
1,187250,17,4876,4525,11984000,4076,2003,2,0
1,187250,14,5167,5353,11984000,4000,2003,2,0
1,187250,13,5603,5400,11984000,4000,2003,2,0
1,187250,21,7307,5500,7989333,5800,2003,2,0
0.3,187250,28,3382,3991,2996000,3000,2003,2,0
0.34,34745,21,7454,9060,14829273,6000,1999,1,0
0.34,34745,25,4013,4940,8338860,5000,1999,1,0
0.66,34745,22,7454,9060,14829273,6000,2000,1,1
0.34,34745,22,7454,9060,14829273,6000,2000,1,0
0.66,34745,26,4013,4940,8338860,5000,2000,1,0
0.34,34745,26,4013,4940,8338860,5000,2000,1,0
1,34745,23,7454,9060,14829273,6000,2001,1,0
1,34745,35,2256,3282,3808079,2800,2001,1,0
1,34745,27,4013,4940,8338860,5000,2001,1,0
0.5,34745,24,7454,9060,14829273,6000,2002,1,0
0.25,34745,24,7454,9060,14829273,6000,2002,1,0
0.5,34745,28,4013,4940,8338860,5000,2002,1,0
0.25,34745,28,4013,4940,8338860,5000,2002,1,0
0.5,34745,36,2256,3282,3808079,2800,2002,1,0
0.25,34745,36,2256,3282,3808079,2800,2002,1,0
0.25,175000,25,7454,9060,14829273,6000,2003,1,0
0.25,175000,29,4013,4940,8338860,5000,2003,1,0
0.25,175000,37,2256,3282,3808079,2800,2003,1,0
0.2,100000,35,2882,1800,2000000,4000,2003,2,0
1,500000,6,44398,42276,40000000,10050,1997,2,0
1,500000,5,44398,42276,40000000,10050,1997,2,0
1,500000,5,44398,42276,40000000,10050,1997,2,0
1,500000,13,27962,43022,33400000,8600,1997,2,0
1,500000,11,28005,41728,33400000,8120,1997,2,0
1,500000,13,27818,41646,33400000,8120,1997,2,0
1,500000,12,27818,41646,33400000,8120,1997,2,0
1,500000,12,27938,41368,33400000,8400,1997,2,0
1,500000,11,28239,39325,33400000,8400,1997,2,0
1,500000,12,27938,39329,33400000,8400,1997,2,0
1,500000,12,27818,41649,33400000,8120,1997,2,0
1,500000,12,27824,41600,33400000,8120,1997,2,0
1,500000,13,27962,43002,33400000,8600,1997,2,0
1,500000,12,27818,41619,33400000,8120,1997,2,0
1,500000,12,27824,41637,33400000,8120,1997,2,0
1,500000,13,25063,38800,24000000,13100,1997,2,0
1,500000,18,21073,38008,12500000,13100,1997,2,0
1,500000,20,25268,38747,10750000,13100,1997,2,1
1,500000,13,26130,39273,22700000,11215,1997,2,0
1,500000,15,21057,38787,21400000,11200,1997,2,0
1,500000,16,26191,38695,14750000,12000,1997,2,0
1,500000,19,24834,38618,12500000,13100,1997,2,0
1,500000,15,21073,38806,21400000,11200,1997,2,0
1,500000,16,26942,38695,18700000,12000,1997,2,0
1,500000,16,24855,38771,20000000,11900,1997,2,0
1,500000,18,25776,38596,12500000,12000,1997,2,0
0.26,500000,19,25552,38542,12500000,13100,1997,2,0
0.74,500000,19,25552,38542,16550000,13100,1997,2,0
1,500000,12,26130,39273,24000000,11215,1997,2,0
1,500000,19,25552,38542,12500000,13100,1997,2,0
1,500000,20,25929,38776,10750000,13100,1997,2,0
1,500000,17,26942,39900,14750000,12000,1997,2,0
0.56,500000,23,39001,21217,7000000,13100,1997,1,0
0.06,500000,23,39001,21217,1350000,13100,1997,1,0
1,500000,23,21005,38631,7000000,13100,1997,2,0
1,500000,23,20884,38613,7000000,13100,1997,2,0
0.38,500000,23,24787,39008,7000000,13100,1997,2,0
0.06,500000,23,24787,39008,1350000,13100,1997,2,0
1,500000,23,21005,38635,7000000,13100,1997,2,0
1,500000,22,24997,38635,7000000,13100,1997,2,0
0.9,500000,23,24787,39011,7000000,13100,1997,2,0
0.1,500000,23,24787,39011,1350000,13100,1997,2,0
0.85,500000,23,24787,38325,7000000,13100,1997,2,1
0.45,500000,23,21117,39082,7000000,13100,1997,2,1
0.14,500000,23,21117,39082,1350000,13100,1997,2,0
1,500000,23,24997,38914,7000000,13100,1997,2,0
1,500000,23,20996,38678,7000000,13100,1997,2,0
1,100000,17,12688,14241,13350000,9900,1997,2,0
1,200000,25,29941,51300,14000000,15000,1997,1,0
1,75000,19,5757,10351,7000000,6000,1997,2,0
1,100000,24,2583,3252,4000000,3000,1997,2,0
1,500000,1,63515,109891,53400000,19100,1997,1,0
1,500000,0,65000,109747,53400000,19100,1997,1,0
1,500000,5,57082,96027,53400000,15245,1997,1,0
0.17,150000,1,16498,27000,13334000,6705,1997,1,0
1,50000,13,5156,6433,8000000,5438,1997,2,0
0.73,100000,6,7743,7721,14000000,11012,1997,2,0
0.75,100000,5,7743,7721,14000000,11012,1997,2,0
0.69,100000,5,7743,7721,14000000,11012,1997,2,0
0.71,100000,5,7743,7721,14000000,11012,1997,2,0
0.81,80643,0,155000,317700,13180000,29450,1997,1,0
0.64,175000,2,81589,161425,28700000,19339,1997,1,0
0.36,175000,2,81589,161425,25550000,19339,1997,1,0
0.64,175000,3,79694,149782,27300000,19441,1997,1,0
0.36,175000,3,79694,149782,23800000,19441,1997,1,0
0.64,175000,2,77255,150393,28000000,17300,1997,1,0
0.36,175000,2,77255,150393,24500000,17300,1997,1,0
0.64,175000,11,87709,170698,17500000,16555,1997,1,0
0.36,175000,11,87709,170698,15400000,16555,1997,1,0
0.64,175000,11,87709,170698,19250000,16555,1997,1,0
0.36,175000,11,87709,170698,15400000,16555,1997,1,0
0.64,175000,10,82975,148982,16100000,23030,1997,1,0
0.36,175000,10,82975,148982,12600000,23030,1997,1,0
0.64,100000,9,36120,68676,12600000,8816,1997,1,0
0.36,100000,9,36120,68676,10850000,8816,1997,1,0
0.54,175000,14,80624,150661,11900000,21600,1997,1,0
0.64,175000,1,90392,171565,26600000,22930,1997,1,0
0.36,175000,1,90392,171565,21700000,22930,1997,1,0
0.64,175000,0,74817,149850,29400000,14710,1997,1,0
0.36,175000,0,74817,149850,27650000,14710,1997,1,0
1,75000,20,16044,28218,5000000,11200,1997,1,0
1,75000,20,16046,27765,5000000,11200,1997,1,0
1,150000,16,46801,82462,11000000,15360,1997,1,0
1,150000,16,45777,78532,11000000,15400,1997,1,0
1,150000,14,45777,78394,12000000,15400,1997,1,0
1,150000,14,45773,78585,12000000,15400,1997,1,0
1,150000,15,45777,78532,12000000,15400,1997,1,0
1,150000,15,45777,78532,12000000,15400,1997,1,0
1,150000,15,45067,75395,12000000,16500,1997,1,0
1,250000,11,20125,30402,17000000,9800,1997,2,0
1,250000,12,20915,30173,16000000,10050,1997,2,0
1,250000,19,27070,43793,9500000,13300,1997,2,0
1,250000,19,27585,43051,9500000,13100,1997,2,0
1,250000,19,26925,43052,9500000,13100,1997,2,0
1,250000,19,26925,43051,9500000,13100,1997,2,0
1,250000,13,30163,44959,19000000,15100,1997,2,0
1,250000,2,34364,44251,34000000,14076,1997,2,0
1,250000,2,34364,46220,34000000,14076,1997,2,0
1,250000,2,34364,44236,34000000,15638,1997,2,0
1,250000,2,33364,44236,34000000,15600,1997,2,1
1,250000,11,29275,41409,16000000,9450,1997,2,0
1,250000,11,29275,41409,16000000,9450,1997,2,0
1,250000,6,11878,17012,12000000,5940,1997,2,0
1,250000,20,12804,16560,5000000,9300,1997,2,0
1,250000,22,18930,29438,5000000,12788,1997,2,0
1,150000,18,14812,24938,6000000,15200,1997,2,0
1,150000,18,21734,24640,6000000,15200,1997,2,0
1,150000,13,30150,41600,14000000,13594,1997,2,0
1,150000,13,30150,41600,14000000,13594,1997,2,0
1,150000,13,30150,41600,14000000,13594,1997,2,0
1,150000,13,30061,41949,14000000,14500,1997,2,0
1,150000,20,26066,45065,8000000,15200,1997,1,1
1,150000,20,26066,45063,8000000,15200,1997,1,0
1,150000,18,24030,44016,10000000,15200,1997,1,1
1,150000,18,24030,44016,10000000,15200,1997,1,0
1,150000,20,27104,44895,8000000,16800,1997,1,0
1,150000,20,27104,44895,8000000,16800,1997,1,0
1,150000,20,30987,44895,8000000,16800,1997,1,0
1,150000,11,20125,30402,15000000,9800,1997,1,0
1,150000,1,36463,56800,35000000,14846,1997,2,0
1,150000,14,12797,15370,15000000,11200,1997,2,0
1,150000,14,12797,15370,15000000,11200,1997,2,0
1,150000,16,12783,12961,12000000,11200,1997,2,0
1,150000,16,12783,12961,12000000,11200,1997,2,0
1,150000,9,53578,21835,31000000,12898,1997,2,0
1,150000,2,56164,21414,42000000,17470,1997,2,0
1,150000,16,15524,17650,10000000,16800,1997,2,0
1,150000,13,12659,13556,16000000,19810,1997,2,0
1,150000,12,12660,13613,16000000,19810,1997,2,0
1,150000,12,12659,13584,16000000,19810,1997,2,0
1,150000,12,12660,13636,16000000,19810,1997,2,0
1,100000,16,3875,6174,6000000,4400,1997,1,0
1,350000,2,32749,46580,31500000,12870,1997,2,0
1,350000,3,32744,45000,30000000,12300,1997,2,0
1,350000,3,32744,45000,30000000,12300,1997,2,0
1,350000,11,27192,43759,21700000,10122,1997,2,0
1,350000,11,27192,43712,21700000,10120,1997,2,0
1,350000,12,25345,40850,20700000,10030,1997,2,0
1,350000,12,25345,40840,20700000,10030,1997,2,0
1,350000,12,25345,40790,20700000,10030,1997,2,0
1,350000,12,20916,30204,16000000,10055,1997,2,0
1,350000,12,20929,30168,16000000,10050,1997,2,0
1,150000,15,24479,39718,17000000,13100,1997,2,0
1,350000,16,24479,39749,17000000,13100,1997,2,0
1,350000,18,27104,43700,13200000,13300,1997,2,0
1,350000,19,12768,16797,6000000,9300,1997,2,0
1,350000,19,12804,16560,6000000,9300,1997,2,0
1,350000,20,27911,43082,10500000,13100,1997,2,0
1,350000,20,27911,43082,10500000,13100,1997,2,0
1,350000,22,19085,28861,6000000,12800,1997,2,0
1,53750,19,9878,12350,3692300,6362,1997,2,0
0.84,200000,20,14317,26984,7000000,11550,1997,1,0
0.92,200000,19,14964,26991,6000000,11561,1997,1,0
1,200000,19,14964,26991,6000000,11561,1997,1,0
0.92,200000,19,12017,17160,7500000,12001,1997,2,0
1,200000,19,12017,17160,7500000,12001,1997,2,0
0.92,200000,20,11903,17161,7500000,12000,1997,2,0
1,200000,20,11903,17161,7500000,12000,1997,2,1
0.92,50000,12,3398,2979,5500000,4080,1997,2,0
1,50000,12,3398,2979,6850000,4080,1997,2,1
0.92,50000,12,3399,2900,5500000,4080,1997,2,0
1,50000,12,3399,2900,6850000,4080,1997,2,1
0.92,50000,19,3624,4348,1800000,2880,1997,2,0
1,50000,19,3624,4348,1800000,2880,1997,2,0
0.92,50000,19,3624,4348,1800000,3180,1997,2,0
0.92,50000,18,3624,4348,1800000,3180,1997,2,0
1,50000,18,3624,4348,1800000,3180,1997,2,2
0.92,50000,20,3624,4352,1800000,3180,1997,2,0
1,50000,20,3624,4352,1800000,3180,1997,2,0
0.92,50000,19,3624,4348,1800000,3180,1997,2,0
1,50000,19,3624,4348,1800000,3180,1997,2,0
0.92,100000,5,5084,6000,13500000,5495,1997,2,0
1,100000,5,5084,6000,13500000,5495,1997,2,0
0.92,50000,21,2688,1284,2000000,3600,1997,2,2
1,50000,21,2688,1284,2000000,3600,1997,2,0
0.92,50000,14,1072,1525,2750000,2400,1997,2,1
1,50000,14,1072,1525,2750000,2400,1997,2,1
0.92,50000,10,2913,2830,3500000,4081,1997,2,0
1,50000,10,2913,2830,4200000,4081,1997,2,0
0.92,100000,8,4970,6526,10000000,6300,1997,2,0
1,100000,8,4970,6526,10000000,6300,1997,2,0
0.59,50000,17,2526,2725,4000000,3000,1997,2,0
1,50000,17,2526,2725,4000000,3000,1997,2,0
0.59,50000,18,2249,2432,3500000,3400,1997,2,0
1,50000,18,2249,2432,3500000,3400,1997,2,0
1,100000,5,41189,74928,43070000,9850,1997,1,0
1,100000,5,41189,74928,45340000,9850,1997,1,1
1,100000,5,41189,74868,44940000,10900,1997,1,0
1,100000,4,41189,74868,44680000,10900,1997,1,1
0.47,100000,4,45593,82800,47420000,10900,1997,1,0
0.53,100000,4,45593,82800,32500000,10900,1997,1,0
0.47,100000,4,45593,83155,47410000,10900,1997,1,0
0.53,100000,4,45593,83155,33500000,10900,1997,1,0
1,100000,4,45593,83155,37850000,10900,1997,1,0
1,100000,3,45593,83155,39880000,10900,1997,1,0
1,100000,3,45593,83155,39920000,10900,1997,1,0
0.91,100000,20,31328,64064,6000000,16000,1997,1,0
1,100000,15,22324,36138,8670000,13050,1997,1,0
1,150000,6,10412,10600,18000000,13731,1997,2,0
1,150000,5,63709,103203,36800000,20920,1997,1,0
1,65000,6,75675,150149,30000000,14199,1997,1,0
1,65000,6,75675,150108,30000000,14199,1997,1,1
1,45000,3,29031,48218,23000000,16559,1997,1,0
1,45000,3,29031,48218,23000000,11665,1997,1,0
1,100000,16,3363,5009,52000000,5400,1997,2,0
0.52,500000,24,128760,244677,20000000,32999,1997,1,1
0.73,150000,11,17460,30070,14000000,10900,1997,1,0
0.73,150000,10,17191,30052,14000000,10876,1997,1,0
0.31,150000,7,13651,18145,15000000,9516,1997,2,0
0.54,100000,7,14145,17309,14700000,5755,1997,1,0
1,100000,7,14145,17309,14700000,5755,1997,1,0
0.9,75000,19,18241,26608,24000000,11556,1997,1,0
0.08,75000,16,15462,30187,18400000,9000,1997,1,0
0.92,75000,16,15462,30187,16800000,9000,1997,1,0
1,75000,12,20298,38230,12400000,12000,1997,1,0
0.96,75000,24,7060,11526,2000000,6200,1997,2,0
1,250000,11,9749,11979,14000000,9720,1997,2,0
1,250000,11,9749,11998,14000000,9720,1997,2,0
1,250000,11,9749,11998,14000000,9720,1997,2,0
1,250000,11,9749,11998,14000000,10769,1997,2,0
1,250000,3,10629,10600,21500000,15515,1997,2,0
1,250000,3,10629,10600,21500000,15515,1997,2,0
1,250000,3,10629,10600,21500000,15515,1997,2,0
1,250000,3,10629,10600,23075000,15515,1997,2,0
1,250000,25,9742,10973,4500000,15900,1997,2,0
1,250000,23,6882,9735,3000000,13707,1997,2,0
1,250000,23,6881,9736,3000000,13707,1997,2,0
1,250000,29,4662,5354,2000000,10500,1997,2,0
1,250000,29,6661,7519,2000000,12000,1997,2,0
1,100000,18,41905,42424,13600000,14945,1997,2,0
1,100000,15,43312,41666,17600000,15200,1997,2,0
0.08,100000,0,27552,45000,17600000,11583,1997,1,0
0.45,100000,14,22309,36202,8400000,13050,1997,1,0
0.96,60000,14,3960,5220,6100000,5500,1997,2,1
1,60000,13,3970,5250,6100000,5500,1997,2,0
1,100000,2,7249,7150,10666700,6933,1997,2,0
0.54,100000,12,6389,8709,13160000,3510,1997,1,0
0.38,100000,2,11542,16888,15000000,7760,1997,1,0
1,100000,2,11542,16900,15000000,7776,1997,1,0
1,100000,19,3949,5800,3420000,4000,1997,1,0
1,100000,18,8960,12274,4500000,6000,1997,1,0
1,100000,21,8341,12100,4200000,6000,1997,1,0
1,100000,12,19510,28936,15000000,6600,1997,1,0
1,100000,12,19510,29095,15000000,6600,1997,1,0
1,100000,12,19510,29152,15000000,6600,1997,1,1
1,100000,17,4924,7160,3700000,4500,1997,2,0
1,100000,17,4690,7107,3700000,4500,1997,2,0
1,100000,20,4694,7174,3700000,4500,1997,2,0
0.42,100000,3,9855,16073,25000000,6036,1997,1,0
0.83,100000,21,3843,6258,2000000,3800,1997,1,0
1,100000,16,3937,6186,3330000,3600,1997,2,0
1,100000,3,7241,7150,10666700,5893,1997,2,0
1,100000,20,3885,6258,3180000,3800,1997,1,0
1,100000,21,3885,6258,3340000,3800,1997,1,0
1,100000,22,3440,5790,2670000,4500,1997,1,0
1,100000,12,18977,29402,22000000,7500,1997,1,0
0.54,100000,15,6793,10110,9000000,4600,1997,1,0
0.54,100000,12,7845,11546,17500000,3800,1997,1,0
1,100000,12,7845,11546,17500000,3800,1997,1,0
0.54,100000,14,5829,10110,11600000,4600,1997,1,1
0.54,100000,13,6389,8721,13160000,3510,1997,1,0
0.54,100000,12,6398,8734,13160000,3800,1997,1,0
0.54,100000,11,7556,11339,14560000,3798,1997,1,0
1,100000,3,7249,7150,10666700,6933,1997,2,0
1,100000,12,19385,30027,13400000,11520,1997,1,0
1,100000,12,18977,29380,13400000,7500,1997,1,0
1,100000,13,19353,30036,13400000,7500,1997,1,0
1,75000,14,17066,28192,7300000,8000,1997,1,0
1,75000,16,9435,15721,3400000,6150,1997,2,1
1,99999,5,90820,182675,5000000,15938,1997,1,0
0.63,99999,5,90820,182675,30000000,15938,1997,1,0
0.37,99999,5,90820,182675,28400000,15938,1997,1,0
0.63,99999,5,90820,182675,12000000,15938,1997,1,0
1,99999,4,63420,122733,5000000,13758,1997,1,0
1,99999,4,63420,122733,30000000,13758,1997,1,0
1,99999,4,63420,122733,3600000,13758,1997,1,0
1,99999,1,85364,165729,4750000,17000,1997,1,0
1,99999,1,85364,165729,28500000,17000,1997,1,0
1,99999,1,84500,165000,4750000,17000,1997,1,0
1,99999,1,84500,165000,28500000,17000,1997,1,0
1,99999,11,96659,187025,5000000,18394,1997,1,0
1,99999,11,96659,187025,24000000,18394,1997,1,0
1,99999,5,77273,149532,5000000,14370,1997,1,0
1,99999,5,77273,149532,22000000,14370,1997,1,0
1,99999,7,77096,149503,5000000,14370,1997,1,0
1,99999,7,77096,149503,21200000,14370,1997,1,0
1,99999,7,77096,149511,5000000,11220,1997,1,0
1,99999,7,77096,149511,20400000,11220,1997,1,0
1,99999,11,80578,151016,5000000,16550,1997,1,0
1,99999,11,80578,151016,14400000,16550,1997,1,0
1,99999,11,95952,186324,5000000,18390,1997,1,0
1,99999,11,95952,186324,16000000,18390,1997,1,0
1,99999,7,63106,114741,5000000,16200,1997,1,0
1,99999,7,63106,114741,12800000,16200,1997,1,0
1,99999,7,63106,114975,5000000,16200,1997,1,0
1,99999,7,63106,114975,12800000,16200,1997,1,0
0.14,99999,17,60551,109448,3000000,20300,1997,1,0
1,99999,1,63153,122292,5000000,13700,1997,1,0
0.63,99999,1,63153,122292,26000000,13700,1997,1,0
0.37,99999,1,63153,122292,28000000,13700,1997,1,0
1,99999,1,63153,122301,5000000,13700,1997,1,0
0.63,99999,1,63153,122301,26000000,13700,1997,1,0
0.37,99999,1,63153,122301,28000000,13700,1997,1,0
0.77,100000,16,37323,62180,6000000,16880,1997,1,1
0.61,50000,12,3402,3073,5000000,4080,1997,2,0
1,50000,12,3402,3073,6350000,4080,1997,2,0
1,125000,23,25944,9485,2900000,13200,1997,2,0
1,125000,12,48393,21900,30400000,17326,1997,2,0
1,125000,12,48357,21900,30400000,17326,1997,2,0
1,125000,16,27087,10678,8500000,12000,1997,2,0
1,125000,15,47947,17863,22400000,18400,1997,2,0
1,125000,10,48676,15571,31700000,11850,1997,2,0
1,125000,10,49750,15528,31700000,10070,1997,2,0
1,125000,10,49792,15536,31700000,10070,1997,2,0
1,125000,10,49792,15543,31700000,10070,1997,2,0
1,125000,19,47089,17405,19700000,20500,1997,2,0
1,125000,11,48676,15577,31700000,16110,1997,2,1
1,125000,11,48547,15546,31700000,10670,1997,2,0
1,125000,14,9958,10599,10100000,12000,1997,2,0
1,125000,3,49443,20082,46500000,15660,1997,2,0
1,150000,13,49326,43987,44900000,32940,1997,2,0
1,150000,13,49326,44013,44900000,32940,1997,2,0
1,150000,13,49326,44080,44900000,32940,1997,2,0
1,150000,18,39884,34450,23700000,30161,1997,2,0
1,150000,18,40542,35098,23700000,27900,1997,2,0
1,150000,19,39535,33566,23700000,30161,1997,2,0
1,150000,18,39535,34123,23700000,30161,1997,2,0
1,150000,19,39535,33719,23700000,30161,1997,2,0
1,125000,1,49500,19800,46500000,15660,1997,2,0
1,125000,0,49821,19844,46500000,15660,1997,2,0
1,105000,17,21139,31247,9300000,10800,1997,2,0
1,150000,13,37168,60550,27050000,11900,1997,1,1
1,110000,14,36439,13656,6500000,10550,1997,2,0
1,105000,17,22182,31247,9300000,10800,1997,1,0
0.65,155000,21,25909,9993,4200000,13200,1997,2,0
1,250000,11,159534,310698,41700000,22340,1997,1,0
1,250000,10,159534,310686,41700000,22340,1997,1,0
1,100000,16,45544,13852,11700000,18000,1997,2,0
1,99999,7,17427,26209,140000000,6662,1997,1,0
0.17,99999,7,17427,26209,140000000,6662,1997,1,0
0.9,100000,13,22009,37696,8334000,6936,1997,1,1
0.9,100000,13,22009,37111,8334000,6936,1997,1,0
1,250000,4,34422,50587,45260000,11519,1997,1,0
0.82,250000,11,118491,231851,22190000,24800,1997,1,0
1,200000,8,77332,149529,19300000,11220,1997,1,0
1,200000,11,78625,148140,12170000,16000,1997,1,0
1,200000,12,78625,148140,10170000,16000,1997,1,0
1,200000,12,93000,171253,6000000,16500,1997,1,0
1,250000,16,99417,194690,12280000,23900,1997,1,0
1,100000,11,13280,17373,3740000,10330,1997,2,0
1,200000,14,27662,35218,20095000,13230,1997,1,0
1,150000,1,15000,21250,63710000,11073,1997,1,0
1,250000,1,85400,169470,40250000,17260,1997,1,0
1,250000,1,85100,158100,43400000,20200,1997,1,0
0.64,100000,9,11982,14205,3700000,10808,1997,2,0
1,200000,0,84500,169470,40600000,20630,1997,1,0
1,200000,16,77399,141475,4160000,20107,1997,1,0
1,200000,16,77399,141475,4170000,20107,1997,1,0
1,100000,18,14785,22093,3070000,9000,1997,1,0
0.3,100000,14,2280,4231,8000000,10000,1997,2,0
1,150000,13,35904,65402,27050000,15200,1997,1,1
1,105000,17,5589,2813,6400000,4700,1997,2,0
0.79,100000,0,27552,45000,18400000,11583,1997,1,0
1,175000,15,70814,135160,16000000,16099,1997,1,0
1,175000,15,70803,135169,16000000,16100,1997,1,0
1,100000,8,25891,43665,14666666,8230,1997,1,0
0.6,100000,1,18675,28968,15333334,8370,1997,1,0
0.64,175000,5,91642,165239,22750000,16314,1997,1,1
0.36,175000,5,91642,165239,19250000,16314,1997,1,0
1,150000,13,12340,10126,11000000,11600,1997,2,0
0.25,150000,10,23306,34752,14000000,13134,1997,1,0
0.25,150000,10,23306,34752,14000000,13134,1997,1,0
1,150000,13,12783,9906,11000000,11600,1997,2,0
0.38,75000,13,22361,38313,9600000,7200,1997,1,0
0.57,250000,0,9800,16717,16500000,7400,1997,1,0
0.61,75000,6,7239,9157,12000000,10876,1997,2,1
1,200000,0,108083,211000,40000000,23950,1997,1,0
1,200000,1,108083,211201,40000000,23950,1997,1,0
0.24,75000,16,10971,16960,7200000,8000,1997,1,0
0.6,100000,0,18675,28968,15333334,8370,1997,1,0
0.04,500000,12,27470,39260,33400000,10970,1997,2,0
0.02,500000,14,30767,42149,33400000,11655,1997,1,0
1,500000,6,57082,96027,53400000,15245,1998,1,0
1,500000,2,63515,109891,53400000,19100,1998,1,0
1,500000,7,44398,42276,40000000,10050,1998,2,0
1,500000,6,44398,42276,40000000,10050,1998,2,0
1,500000,6,44398,42276,40000000,10050,1998,2,0
1,500000,14,27962,43022,33400000,8600,1998,2,0
1,500000,12,28005,41728,33400000,8120,1998,2,0
1,500000,14,27818,41646,33400000,8120,1998,2,0
1,500000,13,27818,41646,33400000,8120,1998,2,0
0.56,500000,13,28092,41368,33400000,8400,1998,2,0
0.44,500000,13,28092,41368,39400000,8400,1998,2,0
1,500000,12,28239,39325,33400000,8400,1998,2,0
0.92,500000,13,28371,39329,33400000,8400,1998,2,0
0.08,500000,13,28371,39329,39400000,8400,1998,2,0
1,500000,13,27818,41649,33400000,8120,1998,2,0
1,500000,13,27824,41600,33400000,8120,1998,2,0
1,500000,14,27962,43002,33400000,8600,1998,2,0
1,500000,13,27818,41619,33400000,8120,1998,2,0
1,500000,13,27824,41637,33400000,8120,1998,2,0
1,500000,14,25063,38800,24000000,13100,1998,2,0
1,500000,19,21073,38008,12500000,13100,1998,2,0
1,500000,21,25268,38747,10750000,13100,1998,2,0
1,500000,14,26130,39273,22700000,11215,1998,2,0
1,500000,16,21057,38787,21400000,11200,1998,2,0
1,500000,17,26191,38695,14750000,12000,1998,2,2
1,500000,20,24834,38618,12500000,13100,1998,2,0
1,500000,16,21073,38806,21400000,11200,1998,2,0
1,500000,17,26942,38695,18700000,12000,1998,2,0
1,500000,17,24855,38771,20000000,11900,1998,2,0
0.51,500000,19,25776,38596,12500000,12000,1998,2,0
0.49,500000,19,25776,38596,12550000,12000,1998,2,0
1,500000,20,25552,38542,16550000,13100,1998,2,0
1,500000,13,26130,39273,24000000,11215,1998,2,0
0.51,500000,20,25552,38542,12500000,13100,1998,2,0
0.49,500000,20,25552,38542,12550000,13100,1998,2,1
1,500000,21,25929,38776,10750000,13100,1998,2,0
1,500000,18,26942,39900,14750000,12000,1998,2,0
1,500000,24,21005,38631,7000000,13100,1998,2,0
0.72,500000,24,20884,38613,7000000,13100,1998,2,0
1,500000,24,21005,38635,7000000,13100,1998,2,1
1,500000,23,24997,38635,7000000,13100,1998,2,0
0.01,500000,24,24787,39011,1350000,13100,1998,2,0
0.85,500000,24,24997,38914,7000000,13100,1998,2,0
1,500000,24,20996,38678,7000000,13100,1998,2,0
1,100000,18,12688,14241,13350000,9900,1998,2,0
1,200000,26,29941,51300,14000000,15000,1998,1,0
1,75000,20,5757,10351,7000000,6000,1998,2,0
1,100000,25,2583,3252,4000000,3000,1998,2,0
